ID LG_child LE_child L_child Child LG_dad LE_dad L_dad Dad LG_mom LE_mom L_mom Mom Nr_sib Sib_status Sib1 Sib2 Sib3 Sib4 Sib5 Sib6 Sib7
1 -0.155740925002556 -2.42367362603638 -2.57941455103894 0 0.169774402223496 0.0333469603506928 0.203121362574189 0 -0.663813428042552 -2.09872922231291 -2.76254265035546 0 1 0 0 0 0 0 0 0 0
2 -0.124218379005101 1.16863191434055 1.04441353533545 0 0.155196542182223 1.580844854554 1.73604139673623 1 0.0757258293954885 1.70161909807977 1.77734492747526 1 2 1 1 0 0 0 0 0 0
3 -0.317196253063783 0.302521077312989 -0.0146751757507942 0 0.215874954888923 -0.00735181676609179 0.208523138122831 0 -0.0123926686355567 -2.97173851356573 -2.98413118220129 0 1 1 1 0 0 0 0 0 1
4 -0.131284972959734 -0.141437434632768 -0.272722407592502 0 -0.308830450027421 0.570015623124562 0.261185173097141 0 -0.396558989730274 0.0425008503774345 -0.354058139352839 0 1 0 0 0 0 0 0 0 0
5 0.377647458035958 -0.133147196141622 0.244500261894336 0 0.555192935103645 -0.0637291781479195 0.491463756955726 0 -0.0123926686355567 -0.201166326405341 -0.213558995040898 0 1 0 0 0 0 0 0 1 1
6 0.539741197445973 -0.132171245252447 0.407569952193525 0 1.09438640165374 0.111324014255154 1.2057104159089 0 -0.0345210419196698 0.465384321193502 0.430863279273832 0 0 0 0 0 0 0 0 0 0
7 0.405970873159848 0.458103683651012 0.86407455681086 0 -0.104593627339712 -0.761154422562745 -0.865748049902457 0 0.603479787675289 0.130960206996116 0.734439994671405 0 1 0 0 0 0 0 0 0 0
8 0.228425396092161 0.101136375986831 0.329561772078992 0 0.231953479736224 0.214924432184216 0.44687791192044 0 0.13871643484757 0.478843848585239 0.617560283432809 0 0 0 0 0 0 0 0 0 0
9 0.197378906248696 0.21286145806524 0.410240364313936 0 -0.196845858589695 -0.421463265186522 -0.618309123776217 0 0.343235239743228 0.822133593547674 1.1653688332909 0 2 0 0 0 0 0 1 0 0
10 0.301507254086881 -1.19198454847226 -0.890477294385377 0 -0.136780444367499 -0.750054926966814 -0.886835371334313 0 0.683181577722034 -0.148412619758228 0.534768957963806 0 0 0 0 0 0 0 0 0 0
11 0.183825508232762 -0.165770270054935 0.0180552381778272 0 0.878363668405854 -0.833006174131718 0.0453574942741356 0 -0.00627041003816339 -0.644891967706229 -0.651162377744393 0 1 0 0 0 0 0 0 0 0
12 -0.406515255980181 -0.14410842955204 -0.550623685532221 0 -0.678855866705354 2.23788365165508 1.55902778494973 0 -0.1081398541578 1.00548628695097 0.897346432793174 0 0 0 0 0 0 0 0 0 0
13 -0.157614498432942 0.209923706438036 0.0523092080050944 0 -0.360804808269645 -0.474257421703324 -0.835062229972969 0 -0.354835632113957 0.598939829346157 0.2441041972322 0 1 0 0 0 0 0 0 0 0
14 -0.101065543695649 0.0315828460079055 -0.0694826976877435 0 -0.307239986813875 -0.601831293784841 -0.909071280598716 0 -0.1081398541578 -0.202769600803105 -0.310909454960905 0 1 0 0 0 0 0 0 0 0
15 -0.278221062435144 0.916517322708305 0.638296260273161 0 -0.669851652320205 -0.886192588408073 -1.55604424072828 0 0.518186541857585 1.47695753992356 1.99514408178114 1 4 0 0 0 0 0 0 0 0
16 -0.288177328685052 1.22813888683652 0.939961558151472 0 -0.465722805752739 -0.788009925454072 -1.25373273120681 0 0.70434627498223 -0.886185828694933 -0.181839553712704 0 0 0 0 0 0 0 1 0 0
17 -0.574104466797961 1.19349542267208 0.619390955874119 0 -0.469250889396802 0.615917975144739 0.146667085747937 0 -0.114652071083386 -0.502212613216402 -0.616864684299788 0 1 0 0 0 0 0 1 0 0
18 -0.186954012421721 -1.49712531801689 -1.68407933043861 0 -0.301763856072788 0.153067180912753 -0.148696675160035 0 -0.00940853535403397 0.129778745851006 0.120370210496972 0 2 0 0 0 0 0 0 0 0
19 0.0757258293954885 -0.325942484007111 -0.250216654611623 0 0.240720865259938 -1.0169567776371 -0.776235912377167 0 -0.199504453624959 0.547053291401352 0.347548837776393 0 1 0 0 0 0 0 0 0 0
20 0.362373942113145 0.255168168353603 0.617542110466748 0 0.0529371397343939 -0.127821297994171 -0.0748841582597775 0 -0.109628894804668 0.287046971569016 0.177418076764348 0 1 0 0 0 0 0 0 0 0
21 0.422049398007149 0.383987678291336 0.806037076298485 0 0.95801027825513 0.621353651556653 1.57936392981178 0 0.0675266239348269 -0.0766520827760299 -0.00912545884120305 0 0 0 0 1 0 0 0 0 0
22 -0.586654908001199 1.08800084476458 0.501345936763377 0 -0.219403470990779 -1.15556129969167 -1.37496477068245 0 -0.671730651295265 -0.0744900680197552 -0.74622071931502 0 0 0 0 0 0 0 0 0 0
