ID LG_child LE_child L_child Child LG_dad LE_dad L_dad Dad LG_mom LE_mom L_mom Mom Nr_sib Sib_status Sib1 Sib2 Sib3 Sib4 Sib5 Sib6 Sib7
1 -0.206167717427367 0.417821527243845 0.211653809816478 0 -1.78472129148761 0.0102377611907795 -1.77448353029683 0 0.136596620215727 0.842063059791223 0.97865968000695 0 2 0 0 0 0 0 0 0 0
2 -1.24189306827424 -1.6754380108163 -2.91733107909053 0 -1.42140187403751 0.74824682298352 -0.67315505105399 0 -0.983003223237513 -0.49462391623703 -1.47762713947454 0 1 0 0 0 0 0 0 0 0
3 0.0285064454969643 1.22764424792539 1.25615069342235 0 0.0285064454969643 -0.138614375140625 -0.110107929643661 0 -0.30226775465448 0.170355700866824 -0.131912053787656 0 1 0 0 0 0 0 0 0 0
4 1.04928456058826 0.869560915149323 1.91884547573759 1 -0.0508928074557404 -0.419416899580819 -0.470309707036559 0 1.74976047163002 -0.0517877724325817 1.69797269919744 1 3 1 0 1 0 0 0 0 0
5 -0.265885715102339 -0.51217023766965 -0.778055952771988 0 0.730288394666604 -0.656476624258139 0.0738117704084653 0 -0.166337919231843 -0.668580915520215 -0.834918834752058 0 3 0 0 0 0 0 0 0 0
6 0.191935411106895 0.762025270427726 0.953960681534621 0 0.275809903713266 0.214017043500345 0.489826947213611 0 -0.186466684900533 -0.833532295628173 -1.01999898052871 0 0 0 1 0 0 0 0 0 0
7 0.343200805495066 0.832491335336774 1.17569214083184 0 -0.80480045560212 0.0729616921877392 -0.731838763414381 0 1.65445759847208 -0.470336528330446 1.18412107014163 0 1 0 0 0 1 0 0 0 0
8 -0.210661170760286 -1.17556634986252 -1.38622752062281 0 -1.16251202900079 0.391353919232111 -0.771158109768675 0 0.833005392062886 0.0403349164933749 0.873340308556261 0 3 0 0 0 0 0 0 0 0
9 0.376523604560031 -1.21025925465034 -0.833735650090312 0 -0.505155473582846 1.2599651718264 0.754809698243555 0 1.09360781211671 -0.0903206625998091 1.0032871495169 0 1 0 0 0 0 0 0 0 0
10 -0.935899093393247 -0.839192086045492 -1.77509117943874 0 -1.66752399981628 1.22739208003453 -0.44013191978175 0 0.748742576246552 -0.343239323766887 0.405503252479666 0 0 0 0 0 0 0 0 0 0
11 0.35910442570031 -1.01572846662396 -0.656624040923648 0 0.35910442570031 0.852895186862766 1.21199961256308 0 1.78485625030339 0.672103081059937 2.45695933136332 1 2 1 1 0 0 0 0 1 0
12 0.869387431615027 0.163023958793822 1.03241139040885 0 -1.24189306827424 -0.0294322317480794 -1.27132530002232 0 0.685965143138161 0.0235407528572389 0.7095058959954 0 2 0 0 0 0 0 0 0 0
13 0.439065435593087 -0.634673192278203 -0.195607756685115 0 0.849220675017983 1.07063602945261 1.91985670447059 1 0.279723386426859 -0.285121124858272 -0.00539773843141328 0 0 0 0 0 0 1 0 1 0
14 -1.24189306827424 0.262410076032206 -0.979482992242031 0 -1.42140187403751 0.404296053667546 -1.01710582036996 0 0.706131899735205 1.28782254500359 1.9939544447388 1 0 0 0 0 0 0 0 0 0
15 1.37022577122482 -0.0403467996580628 1.32987897156676 0 0.243653009624571 -0.273522027073655 -0.029869017449084 0 1.77224238247268 0.982335186255366 2.75457756872805 1 0 0 1 1 0 1 1 0 0
16 0.685965143138161 0.824374689942759 1.51033983308092 0 -0.0468256682611389 -0.471151414196138 -0.517977082457277 0 1.48990233276401 -0.227260219228104 1.26264211353591 0 1 0 0 0 0 0 1 1 0
17 -1.84271162724624 0.288080282289011 -1.55463134495723 0 -0.377830185353702 0.829416328346085 0.451586142992383 0 -1.93834594040314 -0.214234505240636 -2.15258044564378 0 0 0 0 0 0 0 0 0 0
18 -0.261972232388745 0.116968160435675 -0.14500407195307 0 -0.347466752523905 -0.33302287763554 -0.680489630159445 0 0.455145275746429 -1.50639785131278 -1.05125257556635 0 2 0 0 0 0 0 0 0 0
